gauge_id,route_id,gauge_area,route_area,pct_area_bias,flag,riv_name
95061,1066768,  26400.00,  11391.73,    -56.85,1,Amguema
31132,6017914,   3210.00,   3940.40,     22.75,0,Tutoh
95985,4035580,  26600.00,  33579.40,     26.24,0,Nyzhny Vig (Sor
9563,3036720,   5796.00,   6059.70,      4.55,0,Cowlitz
31587,6018946,   4210.00,   6053.35,     43.79,1,Musa
95984,4035556,  26500.00,  33099.24,     24.90,0,Belomorkanal
9916,6019031,   6487.00,   6346.81,     -2.16,0,Pampanga
31120,6018899,   5730.00,   5913.20,      3.20,0,Milan
32161,5028278,   5454.00,   5010.69,     -8.13,0,Maule
9488,3041324,  24200.00,  24148.22,     -0.21,0,Attawapiskat
10225,3039417,  12500.00,  12357.18,     -1.14,0,Nastapoca
9151,2056495,  14160.00,  15515.66,      9.57,0,Mananara
9601,3041296,  24162.00,  23905.38,     -1.06,0,Sabine
80202,6021411,  46530.00,  46357.93,     -0.37,0,Fitzroy-WX
9572,3041241,  21720.00,  23330.17,      7.41,0,Roanoke
9850,4033698,  11954.00,  13189.14,     10.33,0,Adige (Etsch)
9284,1053305,   3340.00,   3362.15,      0.66,0,Trengganu
9851,4034266,  16545.00,  16717.12,      1.04,0,Tiber (Tevere)
9858,4034666,  20466.00,  20105.61,     -1.76,0,Ceyhan
9603,3042558,  44512.00,  43795.88,     -1.61,0,Trinity
9570,3038989,  12005.00,  11000.55,     -8.37,0,Merrimack
9730,6019292,   6643.00,   7140.74,      7.49,0,Wanganui
81333,5026575,   4018.00,   3489.21,    -13.16,0,Cacipore
9093,2054434,   9760.00,  10100.10,      3.48,0,St Paul
9618,3038474,   9539.00,   9516.24,     -0.24,0,Umpqua
9614,3037900,   8063.00,   8154.46,      1.13,0,Eel
9276,1060155,   7343.00,   7878.61,      7.29,0,Mahaweli Ganga
31124,6019602,   7718.00,   8611.89,     11.58,0,Pedas
9283,1059068,   7770.00,   6685.06,    -13.96,0,Perak
9576,3040911,  20409.00,  20625.82,      1.06,0,Suwannee
81365,5033961,  34030.00,  35470.75,      4.23,0,Pindare
9649,3037517,   7172.00,   7400.18,      3.18,0,Tecolutla
9075,2058073,  22714.00,  23091.45,      1.66,0,Pra
9571,3040572,  17503.00,  18216.18,      4.07,0,James
82806,5028601,   5390.00,   5422.07,      0.60,0,Juquia
9393,5031817,  13186.00,  13769.68,      4.43,0,Rapel
9675,3033729,   3612.00,   3420.50,     -5.30,0,Bayano
9773,4031942,   7000.00,   7373.59,      5.34,0,Jkuls  Fjll
9994,6019656,   8650.00,   8897.17,      2.86,0,Brantas
71282,3038708,  10900.00,  10131.39,     -7.05,0,Sakami
9577,3038285,   9886.00,   9058.27,     -8.37,0,Escambia
9602,3040922,  20593.00,  20667.05,      0.36,0,Neches
9810,4030425,   4587.00,   5077.14,     10.69,0,Tay
9821,4033128,  11690.00,  10847.11,     -7.21,0,Shannon
9569,3038346,   8451.00,   9200.56,      8.87,0,Androscoggin
31133,1049458,   2085.00,   2338.22,     12.14,0,Kelani Ganga
9172,2055744,  13750.00,  13076.25,     -4.90,0,Cavally (Cavall
80390,1051316,   2688.00,   2752.94,      2.42,0,Jintsu
31118,6017708,   4000.00,   3643.15,     -8.92,0,Labuk
9642,3040385,  17617.00,  17173.24,     -2.52,0,Atoyac (Verde)
9619,3038760,  10202.00,  10278.25,      0.75,0,Rogue
96186,4033962,  15200.00,  14506.10,     -4.57,0,Ponoy
32208,5028976,   5920.00,   5955.03,      0.59,0,Camopi
7676,4033901,  14005.00,  14078.67,      0.53,0,Tana (Teno)
9297,6015887,   2209.00,   2126.79,     -3.72,0,Agno
9225,4036036,  45882.00,  46610.61,      1.59,0,Karkheh (Al Kar
9248,1056040,   5387.00,   4535.68,    -15.80,0,Periyar
33232,4033772,  14408.00,  13388.69,     -7.07,0,Muonio
80396,1048560,   2126.00,   2158.75,      1.54,0,Oyodo
9043,2059300,  42217.00,  33391.52,    -20.91,0,Tana
96164,4034095,  14600.00,  15262.20,      4.54,0,Patsjoki
9062,2059929,  42000.00,  42136.25,      0.32,0,Gambie
9316,1064922,  18245.00,  18308.89,      0.35,0,Amnok (Yalu)
9327,1060260,   8261.00,   7966.23,     -3.57,0,Kum (Geum)
9737,6016374,   2410.00,   2423.26,      0.55,0,Tauri
9411,5028505,   4960.00,   5306.87,      6.99,0,Mira
9966,2046768,   3210.00,   3352.12,      4.43,0,Mahavavy Nord
82115,5023651,   1353.00,   2052.73,     51.72,1,Guandu-2
33225,4031946,   6432.00,   7388.90,     14.88,0,Faxaelven
9744,4030975,   5420.00,   5843.00,      7.80,0,Vjosa
9076,2056573,  15800.00,  15716.92,     -0.53,0,Tano
9678,3026867,   1337.00,   1383.91,      3.51,0,Chiriqu
9426,5028224,  15000.00,   4958.94,    -66.94,1,Santa
31109,1062273,  10880.00,  11135.68,      2.35,0,Khwae Yai
80387,1054727,   3807.00,   3889.64,      2.17,0,Gono
60043,3039778,  12566.70,  13888.65,     10.52,0,Cape Fear
32213,5030083,   7650.00,   8044.89,      5.16,0,Tampoc
31161,1052568,   2768.00,   3101.77,     12.06,0,Yoshino
31592,6015106,   1940.00,   1775.16,     -8.50,0,Vanapa
90926,1056882,   4750.00,   4954.64,      4.31,0,Avacha
30142,2045576,   2980.00,   2937.91,     -1.41,0,Sambirano
81343,5029130,   6760.00,   6173.43,     -8.68,0,Guama
9113,2056645,  15046.00,  16018.87,      6.47,0,Pungoe
71312,3038755,  10000.00,  10244.43,      2.44,0,Harricana
81198,5032434,  17982.00,  17591.05,     -2.17,0,Curua-Una
95833,1064416,  15100.00,  16251.79,      7.63,0,Poluy
81340,5027809,   3622.00,   4520.18,     24.80,0,Moju
9912,5034042,  22300.00,  36958.66,     65.73,1,Colorado-SA
81170,5032728,  20803.00,  19806.58,     -4.79,0,Curua
9613,3042340,  35058.00,  38627.98,     10.18,0,San Joaquim
80097,6017719,   3430.00,   3629.70,      5.82,0,Wairau
9351,1068148,  44100.00,  45758.84,      3.76,0,Luanhe
81337,5027486,   3500.00,   4220.22,     20.58,0,Falsino
10229,3038519,   9560.00,   9614.44,      0.57,0,Roggan
81226,5027766,   2682.00,   4471.99,     66.74,1,Pacajas
31188,1051407,   2335.00,   2775.09,     18.85,0,Sai
10218,3040528,  18100.00,  17723.39,     -2.08,0,Hayes
9250,1040217,   1393.00,   1207.64,    -13.31,0,Kalinadi (Kali
81400,5031567,  12350.00,  12694.26,      2.79,0,Munim
9291,6011811,    879.00,    941.17,      7.07,0,Agus
32162,5021926,   3714.00,   1569.45,    -57.74,1,Pilmaiquen
10208,3040889,  16800.00,  20138.98,     19.87,0,Burnside
91110,4033777,  12000.00,  13474.37,     12.29,0,Peza
31083,1045036,  12499.00,   1659.24,    -86.72,1,Mu
33229,4033521,  11460.00,  12323.32,      7.53,0,Ljungan
30132,2004623,   1893.00,    291.17,    -84.62,1,Manambolo
9309,1050144,   2311.00,   2467.62,      6.78,0,Cho-Shui
9615,3034396,   3351.00,   3786.52,     13.00,0,Chehalis
60309,3036096,   5180.00,   5268.51,      1.71,0,Talkeetna
9348,1056397,   5200.00,   4722.56,     -9.18,0,Tapi-TH
81201,5031540,  17072.00,  12554.50,    -26.46,0,Maicuru
80162,5023792,   1709.00,   2095.96,     22.64,0,Nuble
9334,1047421,   2315.00,   1979.39,    -14.50,0,Chikugo
9967,2043544,   2260.00,   2393.72,      5.92,0,Mananjary
9775,4027698,   2800.00,   2929.90,      4.64,0,Lagarfljot
95835,1062060,  10600.00,  10511.93,     -0.83,0,Shuch'ya
33020,4034822,  20857.00,  21660.78,      3.85,0,"Maritza (Meric,"
9640,3037566,   7067.00,   7498.69,      6.11,0,Papagayo
80157,5028340,   4968.00,   5084.84,      2.35,0,Maipo
81375,5033320,  25500.00,  25658.41,      0.62,0,Mearim
30128,2045320,   2545.00,   2868.59,     12.71,0,Ivondro
81381,5032821,  20700.00,  20725.79,      0.12,0,Grajau
96178,4031693,   8640.00,   6893.24,    -20.22,0,Voroniya
9934,2057930,  21475.00,  22125.89,      3.03,0,Mono
9110,2059640,  37600.00,  38265.31,      1.77,0,Incomati (Komat
10220,3038865,  11200.00,  10545.44,     -5.84,0,Innuksuac (Innu
81487,5034086,  37600.00,  38117.87,      1.38,0,Piranhas (Acu)
81880,5031879,  14174.00,  14210.78,      0.26,0,Mucuri
81220,5031591,  10000.00,  12819.66,     28.20,0,Jarauacu
9644,3025762,   1139.00,   1233.40,      8.29,0,Suchiate
9211,2058870,  28920.00,  29058.61,      0.48,0,Tugela
9857,4035009,  23889.00,  23761.49,     -0.53,0,Bueyuek Mendere
30133,2051550,   6510.00,   6268.08,     -3.72,0,Mananantanana
9996,6016813,   2515.00,   2753.37,      9.48,0,Citanduy
81968,5030437,   8810.00,   8848.79,      0.44,0,Manhuacu
9657,3036220,   5115.00,   5452.32,      6.59,0,Yuna
9108,2058815,  28500.00,  28603.20,      0.36,0,Maputo
82944,5028768,   5370.00,   5602.63,      4.33,0,Piratini
9674,3025481,   1070.00,   1201.44,     12.28,0,Tabasar
82922,5026896,   3131.00,   3690.02,     17.85,0,Sinos [dos]
91146,4032337,   8500.00,   8343.54,     -1.84,0,Sula
33177,4027982,   3079.00,   3106.07,      0.88,0,Nidelv N1
81225,5026053,   2682.00,   3137.15,     16.97,0,Anapu
82109,5029932,   7270.00,   7628.31,      4.93,0,Muriae
9818,4027930,   3114.00,   3074.91,     -1.26,0,Corrib
80268,4032364,   8186.00,   8526.93,      4.16,0,Arno
90627,4033591,  12800.00,  12657.49,     -1.11,0,Luga
9191,2050985,   6190.00,   5698.46,     -7.94,0,Ouergha
31569,6016417,   2360.00,   2442.84,      3.51,0,Mohaka
